layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
7,81,0.26516860723495483,0.19280916452407837,0.14780184626579285,0.11822831630706787,0.07646171748638153,0.06842464208602905,0.04540301114320755,0.02493329718708992,0.006586418952792883,0.005272915121167898,6,7,10,sentence.5
8,81,0.2627622187137604,0.196888267993927,0.1412757784128189,0.11528865993022919,0.07844813168048859,0.06523244827985764,0.04244618117809296,0.025640834122896194,0.007717959117144346,0.006473560351878405,6,7,12,sentence.5
9,81,0.255435585975647,0.19622869789600372,0.14316971600055695,0.1142043024301529,0.07361365109682083,0.0628000944852829,0.04262979328632355,0.026382001116871834,0.008870715275406837,0.007387226913124323,7,8,14,sentence.5
10,81,0.26434993743896484,0.18794894218444824,0.1428365260362625,0.10825233906507492,0.06773128360509872,0.05606742203235626,0.044666141271591187,0.026609623804688454,0.010583789087831974,0.008716359734535217,7,9,16,sentence.5
11,81,0.36780211329460144,0.17802469432353973,0.1129458025097847,0.08457344770431519,0.05359385907649994,0.04204538092017174,0.039577413350343704,0.026403024792671204,0.011776906438171864,0.008898149244487286,7,8,15,sentence.5
0,81,0.25104719400405884,0.2073131650686264,0.16377316415309906,0.11620326340198517,0.10283806920051575,0.07723283767700195,0.0552082322537899,0.01834656484425068,0.0005757648614235222,0.0005461946711875498,6,6,7,sentence.6
1,81,0.2687113881111145,0.20562824606895447,0.15310972929000854,0.120073601603508,0.09704980999231339,0.07767748087644577,0.04972616583108902,0.019642634317278862,0.0006144297076389194,0.000546625757124275,6,6,7,sentence.6
2,81,0.2777045667171478,0.20036320388317108,0.14886492490768433,0.11324058473110199,0.09628701210021973,0.07801255583763123,0.04878424108028412,0.02099350467324257,0.0014003753894940019,0.0010781952878460288,6,6,7,sentence.6
3,81,0.26763972640037537,0.19964466989040375,0.1488886922597885,0.11475657671689987,0.09087628126144409,0.0812470093369484,0.046083394438028336,0.02366139367222786,0.0029833263251930475,0.002060816390439868,6,6,8,sentence.6
4,81,0.26306524872779846,0.19297443330287933,0.1474902331829071,0.1202390044927597,0.09047987312078476,0.07675116509199142,0.04957563802599907,0.024483736604452133,0.0036401930265128613,0.0028841320890933275,6,7,8,sentence.6
5,81,0.2707175016403198,0.1879650503396988,0.1478731483221054,0.12261264771223068,0.08474218845367432,0.07362152636051178,0.04715834558010101,0.02347061038017273,0.004607100039720535,0.003390762023627758,6,7,8,sentence.6
6,81,0.269035279750824,0.18968795239925385,0.1488305926322937,0.12423432618379593,0.0786597952246666,0.06952325999736786,0.045656222850084305,0.025235101580619812,0.005656098015606403,0.004784951917827129,6,7,8,sentence.6
7,81,0.2702033519744873,0.19336366653442383,0.1452631950378418,0.11910530924797058,0.0763004794716835,0.0679842084646225,0.04503276199102402,0.02474285662174225,0.005752576980739832,0.005239421967417002,6,7,10,sentence.6
8,81,0.26898565888404846,0.19669406116008759,0.139492467045784,0.1156798005104065,0.07831787317991257,0.06496032327413559,0.04202556237578392,0.02527759037911892,0.006917267106473446,0.006481143180280924,6,7,11,sentence.6
9,81,0.2599482536315918,0.19722367823123932,0.14296954870224,0.11345513164997101,0.07317151129245758,0.06270916014909744,0.04216109216213226,0.026062194257974625,0.007851768285036087,0.007770541589707136,7,8,14,sentence.6
10,81,0.26535436511039734,0.1893031746149063,0.14576373994350433,0.10803352296352386,0.06729160994291306,0.05628447234630585,0.043873194605112076,0.026700589805841446,0.009559792466461658,0.009347960352897644,7,8,16,sentence.6
11,81,0.3715219795703888,0.1761641800403595,0.11731255054473877,0.08541876077651978,0.05227986350655556,0.04242986813187599,0.03839867189526558,0.025898024439811707,0.010206526145339012,0.00912316795438528,7,8,15,sentence.6
0,81,0.25129935145378113,0.2071380764245987,0.16379284858703613,0.11619574576616287,0.10253775119781494,0.07713146507740021,0.05501390993595123,0.01826203055679798,0.0006922213942743838,0.0006583559443242848,6,6,7,sentence.7
