layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
9,90,0.31723424792289734,0.28724440932273865,0.11018106341362,0.06768964231014252,0.06131957471370697,0.037849925458431244,0.020733145996928215,0.013943533413112164,0.011736351996660233,0.010115054436028004,6,7,12,5
10,90,0.5283469557762146,0.17562110722064972,0.08765683323144913,0.045870985835790634,0.04469158872961998,0.030161436647176743,0.014068327844142914,0.00926468800753355,0.007985813543200493,0.006883396301418543,5,6,10,5
11,90,0.6176413297653198,0.11070666462182999,0.07655186206102371,0.043372731655836105,0.03799603879451752,0.022457949817180634,0.019243434071540833,0.010289917699992657,0.006751520559191704,0.005943596828728914,5,6,10,5
0,90,0.25297844409942627,0.22176732122898102,0.19319447875022888,0.11657389998435974,0.08047431707382202,0.05386956408619881,0.03383805230259895,0.018597189337015152,0.006493047345429659,0.004464729223400354,5,6,7,6
1,90,0.30865174531936646,0.1951434463262558,0.1750730723142624,0.10326296836137772,0.07201672345399857,0.05374040827155113,0.02838858962059021,0.015686703845858574,0.007100768852978945,0.005933483596891165,5,6,8,6
2,90,0.2673502564430237,0.2171347737312317,0.1704980731010437,0.10890903323888779,0.0757400244474411,0.05544465780258179,0.028343405574560165,0.015763355419039726,0.008064075373113155,0.006384297739714384,6,7,10,6
3,90,0.2736417055130005,0.21995389461517334,0.1545092612504959,0.10129804164171219,0.07343127578496933,0.05781023949384689,0.025416361168026924,0.015789473429322243,0.014097997918725014,0.009315871633589268,6,7,11,6
4,90,0.26506704092025757,0.22908832132816315,0.15925486385822296,0.09702256321907043,0.07698088139295578,0.05753219127655029,0.025485744699835777,0.016833309084177017,0.009700636379420757,0.007949285209178925,6,7,11,6
5,90,0.2591352164745331,0.2290269285440445,0.15176239609718323,0.09492155909538269,0.079635851085186,0.05723707005381584,0.025644561275839806,0.017524410039186478,0.013660022057592869,0.008554739877581596,6,8,13,6
6,90,0.25365790724754333,0.22303934395313263,0.1509372740983963,0.09571383148431778,0.08855417370796204,0.05389103293418884,0.024837451055645943,0.016198022291064262,0.011026500724256039,0.00897383876144886,6,8,14,6
7,90,0.2877793610095978,0.23055550456047058,0.1281203180551529,0.09003765881061554,0.07817928493022919,0.04793757200241089,0.02626674994826317,0.017306514084339142,0.011631812900304794,0.009030681103467941,6,8,14,6
8,90,0.33335188031196594,0.1907896250486374,0.11975925415754318,0.0914674624800682,0.07829365879297256,0.04727889224886894,0.023064129054546356,0.017103491351008415,0.011708885431289673,0.008506221696734428,6,8,15,6
9,90,0.3143523335456848,0.21702216565608978,0.11983496695756912,0.09933684021234512,0.06319010257720947,0.04317615181207657,0.022876638919115067,0.014133249409496784,0.013311373069882393,0.010079486295580864,6,9,15,6
10,90,0.3658601641654968,0.22185273468494415,0.11180014163255692,0.07588104158639908,0.05244062840938568,0.038695260882377625,0.024303672835230827,0.012524002231657505,0.011707807891070843,0.009179053828120232,6,8,14,6
11,90,0.5306779742240906,0.14567670226097107,0.08837190270423889,0.06288685649633408,0.03949904814362526,0.02343364991247654,0.018113816156983376,0.011712015606462955,0.007279308047145605,0.006837951019406319,5,7,13,6
0,90,0.24669139087200165,0.22280289232730865,0.19330909848213196,0.11763802170753479,0.08013040572404861,0.0540059432387352,0.03420034050941467,0.018828116357326508,0.009382211603224277,0.00557886715978384,5,6,8,7
1,90,0.29731762409210205,0.19759492576122284,0.17318326234817505,0.10480738431215286,0.07111066579818726,0.054214831441640854,0.028390314429998398,0.015907466411590576,0.010310550220310688,0.007143540307879448,6,7,9,7
2,90,0.2605176866054535,0.220759779214859,0.16633717715740204,0.11004631966352463,0.0741325244307518,0.05572900176048279,0.027786923572421074,0.01572382263839245,0.009168442338705063,0.007530041970312595,6,7,11,7
3,90,0.26570767164230347,0.22284121811389923,0.15357156097888947,0.10160750150680542,0.0717770978808403,0.059200718998909,0.0250981654971838,0.015912048518657684,0.013619131408631802,0.009347702376544476,6,8,12,7
4,90,0.2590479552745819,0.2317725270986557,0.1570487767457962,0.09827020019292831,0.07477713376283646,0.05753166601061821,0.02581341750919819,0.016803791746497154,0.009371782653033733,0.007792060263454914,6,7,12,7
5,90,0.25792643427848816,0.22530905902385712,0.14848016202449799,0.09851828217506409,0.07741972804069519,0.05736057460308075,0.026625344529747963,0.017928658053278923,0.014022164046764374,0.009437487460672855,6,8,13,7
6,90,0.24663305282592773,0.22098296880722046,0.14864906668663025,0.09336701035499573,0.09024089574813843,0.05425460636615753,0.02530721202492714,0.01669570803642273,0.01405918225646019,0.011388539336621761,6,9,15,7
7,90,0.2883632183074951,0.2246687263250351,0.1306481510400772,0.08701306581497192,0.07390309125185013,0.047066789120435715,0.028453264385461807,0.0187557153403759,0.015143675729632378,0.011978091672062874,6,9,14,7
8,90,0.3518475592136383,0.18301084637641907,0.11752482503652573,0.08328299969434738,0.07779854536056519,0.04570712149143219,0.024561434984207153,0.014911430887877941,0.013006246648728848,0.00956324115395546,6,9,15,7
9,90,0.29075583815574646,0.2618666887283325,0.11688683182001114,0.08536389470100403,0.06121307983994484,0.03991491347551346,0.02870256081223488,0.01438809186220169,0.011498077772557735,0.010506908409297466,6,9,15,7
10,90,0.46013590693473816,0.1876315474510193,0.09692712873220444,0.060332197695970535,0.04618165269494057,0.03454454988241196,0.02071388065814972,0.01040427852421999,0.00892464630305767,0.008187650702893734,5,7,13,7
11,90,0.5567846894264221,0.1288357824087143,0.08483405411243439,0.05704184249043465,0.03925277292728424,0.02376377396285534,0.02027743309736252,0.011449819430708885,0.008071585558354855,0.006589778233319521,5,7,13,7
