layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
7,90,0.327193021774292,0.16007192432880402,0.14429843425750732,0.12468834221363068,0.09987987577915192,0.06301901489496231,0.031037168577313423,0.0158188808709383,0.004904889967292547,0.0038971947506070137,5,6,7,1
8,90,0.32709458470344543,0.15409879386425018,0.145244762301445,0.12702171504497528,0.09825680404901505,0.062360771000385284,0.030692948028445244,0.016323089599609375,0.005478203762322664,0.0047478755004704,5,6,8,1
9,90,0.2958890199661255,0.17019949853420258,0.14699973165988922,0.12991704046726227,0.10134349018335342,0.06032590940594673,0.030460570007562637,0.01702684909105301,0.0068848892115056515,0.0061261774972081184,6,6,8,1
10,90,0.2810928523540497,0.18030712008476257,0.14100605249404907,0.12437771260738373,0.11040682345628738,0.05893373861908913,0.027922403067350388,0.0192897766828537,0.008131392300128937,0.00700406776741147,6,7,9,1
11,90,0.4205111861228943,0.145089790225029,0.12233854830265045,0.09821755439043045,0.0741165429353714,0.04394512623548508,0.021200031042099,0.01916203647851944,0.008404940366744995,0.006998635828495026,5,6,9,1
0,90,0.24272865056991577,0.1950692981481552,0.18266932666301727,0.13829851150512695,0.11500295251607895,0.07360461354255676,0.0332397036254406,0.011967673897743225,0.0007291492656804621,0.0005707544041797519,5,6,7,2
1,90,0.2539430856704712,0.1918567270040512,0.1749357134103775,0.14381495118141174,0.10812564939260483,0.0716920793056488,0.03533423691987991,0.012642350047826767,0.000787235505413264,0.0006503241020254791,5,6,7,2
2,90,0.2520236074924469,0.19216617941856384,0.16771529614925385,0.13960005342960358,0.1116987019777298,0.07310876995325089,0.03551929071545601,0.015063416212797165,0.0013107601553201675,0.0011217447463423014,5,6,7,2
3,90,0.2695428133010864,0.18828967213630676,0.16362181305885315,0.13023754954338074,0.10556202381849289,0.06895895302295685,0.03542598709464073,0.017638463526964188,0.002140651922672987,0.0019503122894093394,5,6,7,2
4,90,0.2924403250217438,0.18305090069770813,0.1543833464384079,0.1192564144730568,0.1046295017004013,0.0698324516415596,0.03173967823386192,0.017163917422294617,0.0031956154853105545,0.0024887833278626204,5,6,7,2
5,90,0.3043591380119324,0.17588451504707336,0.1507674753665924,0.11553939431905746,0.10387295484542847,0.06897008419036865,0.03121361695230007,0.016576895490288734,0.003789494512602687,0.002767970785498619,5,6,7,2
6,90,0.3145553171634674,0.1701987236738205,0.14571811258792877,0.11738110333681107,0.10050090402364731,0.06586470454931259,0.030323363840579987,0.01578545942902565,0.005110705271363258,0.003220852231606841,6,6,8,2
7,90,0.33718666434288025,0.15968844294548035,0.13810022175312042,0.11973580718040466,0.0942559614777565,0.0605698823928833,0.02950933948159218,0.015361284837126732,0.005708596669137478,0.004080580081790686,6,6,8,2
8,90,0.3368534445762634,0.15240301191806793,0.13837601244449615,0.12177567929029465,0.09210757911205292,0.06028810888528824,0.029255397617816925,0.015657171607017517,0.006817948073148727,0.0049285623244941235,6,6,9,2
9,90,0.3094625174999237,0.15493381023406982,0.14841251075267792,0.12247155606746674,0.09623745828866959,0.05868561565876007,0.029105206951498985,0.016027037054300308,0.00821997132152319,0.005807157140225172,6,7,11,2
