metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
pc5,0.10776432834565636,0.07161491133272645,0.03614941701292991,0.03553058357723057,0.03673845643922687,0.0,16.245360390026427,100,100,7,0.0
pc5,0.09802360929548737,0.07444933965802189,0.023574269637465478,0.022612066362053155,0.024496636800467993,0.0,7.115637150558978,100,100,8,0.0
pc5,0.08500506557524201,0.06331644702702757,0.02168861854821444,0.020743091866374016,0.022662536640651536,0.0,6.359427976020452,100,100,9,0.0
pc5,0.0804478049278259,0.05071036312729115,0.029737441800534746,0.0286899534231052,0.0308201505569741,0.0,7.512511814551534,100,100,10,0.0
pc5,0.017547824960201932,0.039286246858537155,-0.021738421898335223,-0.022388935929862786,-0.021106602885993208,0.0,-9.081828605405342,100,100,11,0.0
pc6,0.07090180508792397,0.0537736970558762,0.01712810803204777,0.016976977284066393,0.017294206248596324,0.0,29.019656945732546,100,100,0,0.0
pc6,0.06593892075121398,0.05289504170417781,0.013043879047036168,0.012814374629408107,0.013269795952364797,0.0,15.573635915450378,100,100,1,0.0
pc6,0.06526523716747756,0.055032264366745895,0.010232972800731668,0.009949094718322178,0.010526193568483009,0.0,9.906395134234323,100,100,2,0.0
pc6,0.06522724956274027,0.05674213316291565,0.008485116399824619,0.008217287431471031,0.008765461029484875,0.0,8.618145237838505,100,100,3,0.0
pc6,0.06921297609806057,0.05740794014185663,0.01180503595620394,0.011459460299462081,0.01215650116745383,0.0,9.248738095261247,100,100,4,0.0
pc6,0.06215924359858033,0.05889338940382,0.0032658541947603245,0.0028008628282696164,0.003735564537346361,0.0,1.870792301739323,100,100,5,0.0
pc6,0.05998470067977902,0.05751814562827343,0.0024665550515055867,0.0018865640880540177,0.003018054978922027,0.0,1.2181986143923729,100,100,6,0.0
pc6,0.057342977896332706,0.04942370213568206,0.007919275760650643,0.007554918670095523,0.008267242269590512,0.0,5.962696710016397,100,100,7,0.0
pc6,0.049621281847357694,0.04631981074810023,0.0033014710992574636,0.0029128817124292154,0.003710383284837011,0.0,2.333070690626402,100,100,8,0.0
pc6,0.04252134457230564,0.0429096352308988,-0.00038829065859315864,-0.001134113864041872,0.0003686047429218888,0.342,-0.13663629630090818,100,100,9,0.342
pc6,0.05571223542094227,0.035214366354048204,0.02049786906689407,0.019384744115639483,0.02169269136572258,0.0,4.739929058483465,100,100,10,0.0
pc6,0.010601508729159784,0.02567330744117494,-0.015071798712015156,-0.015720771444030116,-0.014458016547607264,0.0,-6.4204564524671826,100,100,11,0.0
pc7,0.03740803647786375,0.03427996113896366,0.0031280753389000895,0.0030489838840439994,0.0032044270550832194,0.0,11.338341412977568,100,100,0,0.0
