layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
9,81,0.25172773003578186,0.17175306379795074,0.1350564956665039,0.11945057660341263,0.062101785093545914,0.05440463870763779,0.03977428376674652,0.02557269111275673,0.016855452209711075,0.011824822053313255,8,12,21,sentence.3
10,81,0.2561344802379608,0.19953303039073944,0.1312979906797409,0.10329178720712662,0.050600383430719376,0.046794336289167404,0.039885472506284714,0.030791504308581352,0.018489891663193703,0.012165413238108158,8,12,21,sentence.3
11,81,0.7559252381324768,0.04871561378240585,0.041449520736932755,0.033464450389146805,0.02201337367296219,0.018067367374897003,0.014093474484980106,0.008912649936974049,0.006271510384976864,0.004634283483028412,4,5,10,sentence.3
0,81,0.21907886862754822,0.18918147683143616,0.1637638807296753,0.12194979190826416,0.10716570168733597,0.08994042873382568,0.05436981841921806,0.022374670952558517,0.00786062516272068,0.0045819696970283985,6,7,8,sentence.4
1,81,0.25860074162483215,0.17800045013427734,0.15598496794700623,0.10979407280683517,0.09590274840593338,0.08021571487188339,0.0481453500688076,0.019691050052642822,0.008928618393838406,0.006084216292947531,6,7,9,sentence.4
2,81,0.21361087262630463,0.18699687719345093,0.1749095767736435,0.11216087639331818,0.09556695073843002,0.07886026054620743,0.051370009779930115,0.019820205867290497,0.008054424077272415,0.006355918478220701,6,7,11,sentence.4
3,81,0.20452870428562164,0.18841025233268738,0.1640302687883377,0.11475522071123123,0.09106876701116562,0.07362956553697586,0.0518665574491024,0.02137412130832672,0.01587465964257717,0.007233807817101479,7,8,14,sentence.4
4,81,0.21237078309059143,0.1812196522951126,0.15719032287597656,0.13007867336273193,0.08759693801403046,0.07363997399806976,0.05346689000725746,0.020303303375840187,0.010469246655702591,0.006556159351021051,7,8,14,sentence.4
5,81,0.21802757680416107,0.19449645280838013,0.14202827215194702,0.1328284740447998,0.08483418077230453,0.06503602117300034,0.05223644897341728,0.021140078082680702,0.00958753190934658,0.007212032563984394,7,8,15,sentence.4
6,81,0.23791711032390594,0.1890757977962494,0.1396643966436386,0.1206628829240799,0.08084903657436371,0.06227888539433479,0.05059266462922096,0.02187599241733551,0.008738928474485874,0.008089125156402588,7,8,16,sentence.4
7,81,0.24535222351551056,0.17121398448944092,0.1390829086303711,0.12386643141508102,0.07728919386863708,0.060405246913433075,0.05313844978809357,0.026299338787794113,0.009191250428557396,0.008315516635775566,7,9,17,sentence.4
8,81,0.23901917040348053,0.17467737197875977,0.1601058840751648,0.10482966154813766,0.07148254662752151,0.06108340993523598,0.043987173587083817,0.02458217740058899,0.012605350464582443,0.010002157650887966,7,10,19,sentence.4
9,81,0.2543817460536957,0.17201341688632965,0.1321956217288971,0.11890436708927155,0.06428059935569763,0.053798824548721313,0.03924799710512161,0.023639995604753494,0.015743741765618324,0.012237761169672012,8,12,21,sentence.4
10,81,0.256599098443985,0.1965266615152359,0.13673295080661774,0.10145038366317749,0.04949193820357323,0.047272130846977234,0.03692583739757538,0.031200025230646133,0.017642615363001823,0.012723634019494057,8,12,21,sentence.4
11,81,0.7596228718757629,0.049048129469156265,0.041146937757730484,0.032269079238176346,0.021087003871798515,0.01766354963183403,0.013852710835635662,0.00843896809965372,0.005719773471355438,0.004407083615660667,4,5,10,sentence.4
0,81,0.21978265047073364,0.18955329060554504,0.16353684663772583,0.12176423519849777,0.10744165629148483,0.09026577323675156,0.054511770606040955,0.022419849410653114,0.008700164034962654,0.0046396744437515736,6,7,8,sentence.5
1,81,0.25111639499664307,0.1803825944662094,0.15713061392307281,0.11041596531867981,0.09721820801496506,0.08150973170995712,0.048997052013874054,0.020074782893061638,0.00971281062811613,0.006884587462991476,6,7,9,sentence.5
2,81,0.21092547476291656,0.18740738928318024,0.17664283514022827,0.111915223300457,0.0959279015660286,0.07953695207834244,0.052226919680833817,0.020100096240639687,0.009074057452380657,0.006832017097622156,6,7,10,sentence.5
3,81,0.20449134707450867,0.1860123872756958,0.16570457816123962,0.11510783433914185,0.09140332043170929,0.07445850223302841,0.05296991765499115,0.021633781492710114,0.017503853887319565,0.0072966027073562145,7,8,13,sentence.5
